dish_id,image_path,mass,food_class,n_masks,seg_conf_mean,seg_conf_max,dominant_mask_area_px,image_h,image_w,image_area_px,area_px,area_ratio,bbox_w,bbox_h,bbox_area_px,bbox_fill_ratio,aspect_ratio,plate_depth,pseudo_volume_plate_minus_food,pseudo_volume_food_minus_plate,mean_height_plate_minus_food,mean_height_food_minus_plate,food_depth_mean,food_depth_std,food_depth_min,food_depth_p05,food_depth_p25,food_depth_p50,food_depth_p75,food_depth_p95,food_depth_max,global_depth_mean,global_depth_std,global_depth_min,global_depth_p05,global_depth_p25,global_depth_p50,global_depth_p75,global_depth_p95,global_depth_max
dish_1556575558,C:\training\mass_estimation\imagery\realsense_overhead\dish_1556575558\rgb.png,151.0,pudding,41,0.495733437741675,0.9741808772087096,2344,480,640,307200,6478,0.0210872395833333,450,366,164700,0.0393321190042501,1.2295081967213115,0.2166340351104736,250.0853576660156,49.20400238037109,0.038605336099863,0.00759555445984,0.1866278201341629,0.0498003810644149,0.0866274312138557,0.1096759211272001,0.145970419049263,0.1855218410491943,0.2241717092692852,0.2640568956732749,0.3691951930522918,0.288590133190155,0.1696746349334716,0.0,0.1254062198102474,0.1938473917543888,0.2624627500772476,0.3134942725300789,0.8254210740327834,1.0
dish_1556575700,C:\training\mass_estimation\imagery\realsense_overhead\dish_1556575700\rgb.png,86.0,stick,9,0.4798744155300988,0.909469187259674,14724,480,640,307200,25993,0.0846126302083333,497,478,237566,0.1094138050057668,1.0397489539748954,0.4832787215709686,762.81005859375,1946.9178466796875,0.0293467491865158,0.0749016180634498,0.5275415778160095,0.1324393898248672,0.1732639819383621,0.3297566890716553,0.4425615668296814,0.4916046261787414,0.6403802633285522,0.760689878463745,0.8501237630844116,0.5143382549285889,0.1924561262130737,0.0,0.1971876740455627,0.3843206465244293,0.4901473373174667,0.6677350997924805,0.8368604630231857,1.0
dish_1557853154,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557853154\rgb.png,57.0,stick,10,0.4070878952741623,0.6742568612098694,21256,480,640,307200,56820,0.1849609375,614,440,270160,0.2103198104826769,1.3954545454545455,0.7651122212409973,4312.1728515625,1968.0400390625,0.0758918151259422,0.0346363969147205,0.7214409708976746,0.1412134766578674,0.0,0.4796814441680908,0.6115793287754059,0.7577130794525146,0.8436220586299896,0.8861670970916747,0.9797313213348388,0.7013564109802246,0.1457852125167846,0.0,0.4927156865596771,0.6076138019561768,0.7084380984306335,0.8086286187171936,0.90509115755558,1.0
dish_1557853229,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557853229\rgb.png,126.0,stick,12,0.3412971074382464,0.5502500534057617,51951,480,640,307200,120071,0.3908561197916667,620,480,297600,0.4034643817204301,1.2916666666666667,0.3386508524417877,6324.47705078125,10831.84765625,0.0526728108525276,0.0902120247483253,0.3779639303684234,0.1785327047109604,0.0031428677029907,0.0929528325796127,0.2311015576124191,0.3794021010398865,0.507220983505249,0.6642616391181946,0.9933961629867554,0.3802383244037628,0.2164627909660339,0.0,0.1001011550426483,0.1771454513072967,0.3703550696372986,0.5379140377044678,0.7680486202239989,1.0
dish_1557853314,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557853314\rgb.png,93.0,stick,9,0.3924503624439239,0.5606722831726074,25517,480,640,307200,61357,0.1997298177083333,603,470,283410,0.2164955365018877,1.2829787234042551,0.5164279937744141,4273.703125,3903.714111328125,0.0696530640125274,0.0636229589581489,0.5075557827949524,0.1515959203243255,0.1707831472158432,0.299957525730133,0.3649724423885345,0.5185630321502686,0.6293359994888306,0.7394877076148987,0.788578450679779,0.5280848741531372,0.1676766872406005,0.0,0.2630298733711242,0.3932662308216095,0.5428032279014587,0.6345938891172409,0.7833388715982437,1.0
dish_1557853429,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557853429\rgb.png,276.0,stick,9,0.3776076469156477,0.6250818967819214,16132,480,640,307200,22626,0.07365234375,427,409,174643,0.129555722244808,1.0440097799511003,0.6289606094360352,2073.590087890625,336.78277587890625,0.0916463434696197,0.0148847689852118,0.5486432909965515,0.1813103109598159,0.0,0.1428382843732834,0.4963520765304565,0.627484530210495,0.6598390340805054,0.6927664428949356,0.7556828260421753,0.6060159802436829,0.2250730246305465,0.0,0.1825137726962566,0.4573576897382736,0.6480736136436462,0.7482423335313797,0.9534271270036696,1.0
dish_1557861216,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557861216\rgb.png,1.0,stick,9,0.3239832023779551,0.4849279224872589,36126,480,640,307200,78414,0.25525390625,640,465,297600,0.2634879032258064,1.3763440860215057,0.3266292214393616,3565.04638671875,5665.97314453125,0.0454644113779068,0.0722571611404419,0.3604765236377716,0.1672417372465133,0.0027831478510051,0.0999434854835271,0.2592984065413475,0.3474135100841522,0.4555168375372886,0.6238776415586471,0.9975213408470154,0.4386228919029236,0.1972680389881134,0.0,0.1074517831206321,0.2924097776412964,0.4533101171255111,0.601489707827568,0.7111855715513229,1.0
dish_1557861605,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557861605\rgb.png,39.0,stick,13,0.4321173498263725,0.7880588173866272,41099,480,640,307200,90187,0.2935774739583333,574,471,270354,0.3335885542658884,1.2186836518046709,0.398035854101181,3172.34814453125,13870.666015625,0.0351752266287803,0.1537989526987075,0.5152205228805542,0.2072721123695373,0.036731794476509,0.194323444366455,0.3523541688919067,0.4881602525711059,0.7154689431190491,0.8107573986053467,1.0,0.5059210658073425,0.1996255666017532,0.0,0.2049650244414806,0.345857560634613,0.5083919763565063,0.6640713661909103,0.8170619904994965,1.0
dish_1557861697,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557861697\rgb.png,53.0,stick,13,0.4993246702047494,0.8541749715805054,23735,480,640,307200,85255,0.2775227864583333,572,465,265980,0.3205316189187157,1.2301075268817203,0.483378529548645,4486.0576171875,7145.78369140625,0.0526192896068096,0.0838165953755378,0.5144181847572327,0.1747686713933944,0.0039169862866401,0.1414123520255089,0.409496322274208,0.5274127125740051,0.6434025168418884,0.7625258028507232,0.9959390163421632,0.5146270394325256,0.1725455224514007,0.0,0.1945614300668239,0.4037386178970337,0.5092395842075348,0.6348407864570618,0.7989264041185379,1.0
dish_1557861795,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557861795\rgb.png,31.0,salad,12,0.3931054795781771,0.5510632395744324,20538,480,640,307200,50818,0.1654231770833333,385,465,179025,0.2838597961178606,0.8279569892473119,0.4235342442989349,2451.17236328125,4276.8955078125,0.0482343323528766,0.0841610357165336,0.4592530131340027,0.1659157127141952,0.0920970141887664,0.2211529642343521,0.3390628471970558,0.431507870554924,0.5728214979171753,0.739655876159668,0.9888055920600892,0.5140466690063477,0.2017837464809417,0.0,0.2127268761396408,0.3476016521453857,0.502414882183075,0.6834508180618286,0.8393621325492858,1.0
dish_1557861837,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557861837\rgb.png,123.0,salad,15,0.352245142062505,0.5015149116516113,10736,480,640,307200,34693,0.1129329427083333,336,423,142128,0.2440968704266576,0.7943262411347518,0.4707114696502685,1993.562255859375,1994.3553466796875,0.057462953031063,0.0574858151376247,0.4683302044868469,0.1494888365268707,0.0175515692681074,0.1981731921434402,0.3710972368717193,0.4784969985485077,0.5925003886222839,0.6717979550361634,0.7386776804924011,0.568423330783844,0.168840005993843,0.0,0.2800374612212181,0.4463475942611694,0.5854229927062988,0.6944723427295685,0.8233878016471862,1.0
dish_1557862345,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557862345\rgb.png,63.0,stick,9,0.3848394056161244,0.5890733599662781,25880,480,640,307200,36246,0.11798828125,490,463,226870,0.1597655044739278,1.0583153347732182,0.321433812379837,1800.3416748046875,3065.1376953125,0.0496700778603553,0.0845648571848869,0.3574918210506439,0.150128424167633,0.0424166060984134,0.0657671485096216,0.2379367873072624,0.4003281593322754,0.4747331738471985,0.5343885570764542,0.7726448774337769,0.3648063242435455,0.2036071270704269,0.0,0.0658276684582233,0.2052189372479915,0.3489241451025009,0.4919144660234451,0.7526679009199142,1.0
dish_1557862696,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557862696\rgb.png,77.0,stick,15,0.3801618079344431,0.6747735738754272,25063,480,640,307200,104047,0.3386946614583333,606,474,287244,0.3622251465652894,1.2784810126582278,0.3897869884967804,4232.830078125,6505.88671875,0.0406819023191928,0.0625283420085907,0.4121468663215637,0.129887968301773,0.0932097658514976,0.2080082595348358,0.3138023018836975,0.4051608145236969,0.5055826306343079,0.6392343997955322,0.8521891236305237,0.427666425704956,0.1687771081924438,0.0,0.1841359734535217,0.2986940518021583,0.4089654684066772,0.5261162370443344,0.7448611021041868,1.0
dish_1557862738,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557862738\rgb.png,118.0,stick,9,0.3650195764170753,0.457524836063385,20617,480,640,307200,34939,0.1137337239583333,379,463,175477,0.1991087151022641,0.8185745140388769,0.6420782804489136,1629.648193359375,1193.37060546875,0.0466426685452461,0.0341558307409286,0.6309173703193665,0.1002332270145416,0.211034208536148,0.4648815661668777,0.5123613178730011,0.6712892651557922,0.7100651562213898,0.7303949236869812,0.9437370300292968,0.6385623812675476,0.1726260632276535,0.0,0.2194159030914306,0.562247633934021,0.6669920980930328,0.745782271027565,0.8446946531534195,1.0
dish_1557862783,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557862783\rgb.png,258.0,sprouts,12,0.3829107383886973,0.6276978254318237,6540,480,640,307200,18247,0.0593977864583333,530,369,195570,0.0933016311295188,1.4363143631436317,0.2799984514713287,711.2953491210938,3994.890625,0.0389814972877502,0.21893410384655,0.4593737125396728,0.302934467792511,0.0020406970288604,0.0844041109085083,0.2172840908169746,0.3231349289417267,0.8075172007083893,0.9280950248241424,0.966285228729248,0.5086230039596558,0.2231123447418213,0.0,0.1669267870485782,0.3033479154109955,0.530167281627655,0.689568817615509,0.8407887816429138,1.0
dish_1557862829,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557862829\rgb.png,24.0,salad,6,0.3395491788784663,0.4248390793800354,23295,480,640,307200,37328,0.1215104166666666,368,440,161920,0.2305335968379446,0.8363636363636363,0.5356267094612122,540.3789672851562,1576.2215576171875,0.0144765051081776,0.0422262512147426,0.5588154196739197,0.0830608382821083,0.0122407283633947,0.4802962332963943,0.5069204568862915,0.5427376925945282,0.6145477145910263,0.6898170739412308,0.7955954670906067,0.6134133338928223,0.1707208454608917,0.0,0.220481326431036,0.5306962877511978,0.6275850534439087,0.730026587843895,0.8405762314796448,1.0
dish_1557863012,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557863012\rgb.png,31.0,salad,12,0.3442908848325411,0.6298440098762512,38511,480,640,307200,67801,0.2207063802083333,607,472,286504,0.2366494010554826,1.2860169491525424,0.3613612055778503,3504.11279296875,4628.74169921875,0.0516823157668113,0.0682695209980011,0.378961443901062,0.1446490138769149,0.1376245319843292,0.1925369203090667,0.248988538980484,0.3588011264801025,0.4679734706878662,0.6365371346473694,0.7590225338935852,0.4049234688282013,0.153309091925621,0.0,0.1997408546507358,0.289833016693592,0.3808644264936447,0.5052232593297958,0.6728010028600692,1.0
dish_1557863056,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557863056\rgb.png,47.0,sprouts,6,0.3813288460175196,0.7641860246658325,4533,480,640,307200,10168,0.0330989583333333,510,313,159630,0.0636973000062644,1.6293929712460065,0.1295057982206344,145.26055908203125,282.1473999023437,0.0142860505729913,0.0277485642582178,0.1494163423776626,0.0845280736684799,0.0521680451929569,0.0790903944522142,0.1052254997193813,0.1199586987495422,0.1663064174354076,0.3012218505144118,0.592013418674469,0.3112751245498657,0.1650440096855163,0.0,0.101638838276267,0.1842404007911682,0.2797999233007431,0.4287028834223747,0.6015275329351424,1.0
dish_1557863104,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557863104\rgb.png,40.0,salad,10,0.3406014889478683,0.4946958422660827,24817,480,640,307200,54060,0.1759765625,411,474,194814,0.2774954572053343,0.8670886075949367,0.3784956037998199,5984.9892578125,1436.9996337890625,0.1107101216912269,0.0265815686434507,0.2949612438678741,0.1474729031324386,0.0,0.0912139225751161,0.1406637318432331,0.305323988199234,0.4157809168100357,0.5272990137338637,0.6311091780662537,0.4043782353401184,0.1766793578863144,0.0,0.1072072759270668,0.2820683568716049,0.4190055578947067,0.5280011743307114,0.6891477942466735,1.0
dish_1557863170,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557863170\rgb.png,142.0,salad,10,0.3643566489219665,0.5072164535522461,24387,480,640,307200,39597,0.128896484375,388,462,179256,0.2208963716695675,0.8398268398268398,0.5767387747764587,2122.303955078125,1709.481689453125,0.0535975955426692,0.043172001838684,0.5619820952415466,0.1367773413658142,0.0073701534420251,0.2741087079048157,0.4952077269554138,0.5908188223838806,0.655921995639801,0.7243085384368897,0.8441749215126038,0.6159699559211731,0.1834339350461959,0.0,0.2346292905509472,0.501613974571228,0.6677225828170776,0.7461683750152588,0.8389499336481094,1.0
dish_1557936555,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557936555\rgb.png,96.0,sprouts,7,0.4737733006477356,0.7509767413139343,2411,480,640,307200,3947,0.0128483072916666,316,317,100172,0.0394022281675518,0.996845425867508,0.2662900984287262,106.75877380371094,177.96937561035156,0.0270480811595916,0.0450897850096225,0.2843239903450012,0.1385023742914199,0.1031484454870224,0.1158083401620388,0.2449014484882354,0.2760469317436218,0.2869494557380676,0.7042059481143952,0.7179930806159973,0.4991393387317657,0.2289489805698394,0.0,0.1357692845165729,0.287465363740921,0.5508007109165192,0.6757965087890625,0.8755632191896439,1.0
dish_1557936599,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557936599\rgb.png,63.0,sprouts,11,0.4733914976770227,0.8779547810554504,3946,480,640,307200,14535,0.047314453125,330,341,112530,0.1291655558517728,0.967741935483871,0.2309206873178482,611.7862548828125,1510.7799072265625,0.0420905575156211,0.1039408296346664,0.2923011183738708,0.2271705120801925,0.0004903161898255,0.0682361528277397,0.1583920419216156,0.2136691510677337,0.2770924121141433,0.758038467168808,0.772363543510437,0.5530449151992798,0.2686034142971039,0.0,0.1312250837683677,0.2458306550979614,0.6886746287345886,0.7656764686107635,0.8774635970592498,1.0
dish_1557936645,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557936645\rgb.png,36.0,sprouts,8,0.4296284057199955,0.8031042814254761,10985,480,640,307200,22286,0.0725455729166666,319,271,86449,0.2577936124188828,1.1771217712177122,0.1906879544258117,758.425048828125,376.6367492675781,0.0340314581990242,0.0169001501053571,0.1729177683591842,0.059298425912857,0.0274992864578962,0.0660250931978225,0.1291168816387653,0.1749219074845314,0.2225147970020771,0.2544374912977218,0.2662140130996704,0.5135555863380432,0.3033810257911682,0.0,0.1027461979538202,0.2017485946416854,0.4943033456802368,0.8169357031583786,0.9146997272968292,1.0
dish_1557937037,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557937037\rgb.png,49.0,pudding,9,0.6135147843095992,0.8935921788215637,6443,480,640,307200,18441,0.060029296875,491,274,134534,0.1370731562281653,1.791970802919708,0.2477618604898452,1328.5899658203125,303.1351318359375,0.0720454379916191,0.0164381079375743,0.1962749511003494,0.1037203073501586,0.0349129326641559,0.0662508904933929,0.1172848716378212,0.1809299141168594,0.2608542144298553,0.3552041351795196,0.7315024137496948,0.3984096348285675,0.230649933218956,0.0,0.1020639691501855,0.1958670541644096,0.3362415134906769,0.6023699790239334,0.8016618192195892,1.0
dish_1557937079,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557937079\rgb.png,27.0,sprouts,9,0.3484341833326552,0.585243284702301,9773,480,640,307200,12468,0.0405859375,618,386,238548,0.0522662105739725,1.6010362694300515,0.6494184136390686,477.7278137207031,1664.8258056640625,0.0383163131773471,0.1335278898477554,0.7442466020584106,0.1700831353664398,0.087329164147377,0.3098028764128685,0.7302952110767365,0.7950727641582489,0.8502132892608643,0.9230819791555404,0.959804892539978,0.421452909708023,0.2186251729726791,0.0,0.0992009822279215,0.2420400790870189,0.3709407895803451,0.6298201233148575,0.7609311759471893,1.0
dish_1557937157,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557937157\rgb.png,271.0,mushroom,14,0.476360627583095,0.8472543954849243,23752,480,640,307200,47133,0.153427734375,562,480,269760,0.1747219750889679,1.1708333333333334,0.5127450227737427,2277.309326171875,4085.6513671875,0.0483166649937629,0.0866834595799446,0.5515140295028687,0.1681274026632309,0.1417128443717956,0.2474684804677963,0.4465539753437042,0.5571020245552063,0.6811763048171997,0.8152938961982727,0.951084852218628,0.4245112538337707,0.1655691564083099,0.0,0.1664078250527381,0.3126572147011757,0.4167618751525879,0.5181721448898315,0.7585260838270187,1.0
dish_1557937335,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557937335\rgb.png,38.0,stick,14,0.3977578069482531,0.5167114734649658,7916,480,640,307200,37364,0.1216276041666666,573,466,267018,0.1399306413799818,1.2296137339055797,0.4813231527805328,3798.09912109375,3465.947509765625,0.1016512960195541,0.092761680483818,0.4722703099250793,0.2422761172056198,0.0371115952730178,0.1497070968151092,0.2781170234084129,0.44637131690979,0.5959615111351013,0.8935921102762221,0.9837217926979064,0.6735740900039673,0.2601527571678161,0.0,0.2080173641443252,0.4539784118533134,0.772076427936554,0.9092969596385956,0.9679945409297944,1.0
dish_1557937427,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557937427\rgb.png,17.0,stick,14,0.3815121246235711,0.8475200533866882,24494,480,640,307200,48986,0.1594596354166666,518,478,247604,0.1978400995137396,1.0836820083682008,0.5669260621070862,3793.9833984375,7100.55419921875,0.0774503648281097,0.1449506878852844,0.6322439908981323,0.2400041669607162,0.0618751756846904,0.2465254478156566,0.3763487562537193,0.7159839868545532,0.8479671329259872,0.934673637151718,0.9924895763397216,0.5598350763320923,0.2314963191747665,0.0,0.1644889019429683,0.3638254106044769,0.6222735047340393,0.7614936232566833,0.8667318284511566,1.0
dish_1557937574,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557937574\rgb.png,13.0,pudding,10,0.5030301034450531,0.9418625235557556,3053,480,640,307200,5844,0.0190234375,438,277,121326,0.048167746402255,1.5812274368231047,0.5522786378860474,427.224609375,397.0730285644531,0.0731048285961151,0.0679454207420349,0.5466538667678833,0.1789160370826721,0.1593686491250991,0.1888005010783672,0.4878422915935516,0.5096986293792725,0.7438890635967255,0.7672383040189743,0.7734794020652771,0.571228563785553,0.2334666699171066,0.0,0.1985525131225586,0.3713096082210541,0.5636386573314667,0.7876413762569427,0.879871717095375,1.0
dish_1557937615,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557937615\rgb.png,21.0,stick,14,0.3923227659293583,0.6656173467636108,11260,480,640,307200,40182,0.13080078125,582,440,256080,0.1569119025304592,1.3227272727272728,0.2616801261901855,1820.692138671875,8284.0,0.0453111380338668,0.2061619609594345,0.4222432374954223,0.2540962398052215,0.0088085997849702,0.0687259670346975,0.1645414605736732,0.4593214243650436,0.692416176199913,0.7645641952753067,0.845413327217102,0.4958013892173767,0.2621452808380127,0.0,0.0921729352325201,0.2265706695616245,0.5716310739517212,0.7253176718950272,0.861114901304245,1.0
dish_1557937715,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557937715\rgb.png,39.0,sprouts,7,0.4492294532912118,0.649695634841919,8169,480,640,307200,13223,0.0430436197916666,532,265,140980,0.093793445878848,2.0075471698113208,0.2957437932491302,702.9724731445312,267.5232849121094,0.053162857890129,0.0202316641807556,0.281064510345459,0.1522101163864135,0.0674044862389564,0.1085932306945323,0.1947132274508476,0.2739279568195343,0.3306389451026916,0.3957515865564346,0.9833163022994996,0.5769605040550232,0.2861277759075165,0.0,0.119326364994049,0.3144835606217384,0.6217234134674072,0.8399670124053955,0.9528900623321532,1.0
dish_1557937758,C:\training\mass_estimation\imagery\realsense_overhead\dish_1557937758\rgb.png,128.0,salad,17,0.3819021670257344,0.513619601726532,13018,480,640,307200,50751,0.165205078125,592,463,274096,0.1851577549471718,1.278617710583153,0.2723273634910583,1558.05126953125,8035.3662109375,0.0306999124586582,0.1583292186260223,0.4002500772476196,0.2610334455966949,0.0001686444156803,0.0772385485470295,0.2467736005783081,0.291938304901123,0.6956090033054352,0.8697084188461304,0.9776405096054076,0.3939605057239532,0.2418449223041534,0.0,0.1134546551853418,0.2401988394558429,0.2796343564987182,0.5760270655155182,0.9021295845508572,1.0
